key,population_den,area,female_per,children_living_with_single_parents,owner_occupied,some_college_more,dropped_out_schoolOrCollege,sep_wid_div,unemp,debt_housing_units,housing_retirement_income,females_per_tier1_jobs,household_income_less_than_20k,household_size_greater_than_equal_3,age_35_to_54,family_household,household_self_emp,hh_dividends,yr_built,electricity_cost_per,gross_rent,pool_publicTransport,bike
05115-950700-2,5.6,183.24,0.52,0.51,339,0.12,0,0.27,0.03,0.14,0.28,0.31,0.91,0.34,0.3,0.76,0.06,0,1969,0.64,0,0.16,0
05115-950700-3,22.9,60.18,0.44,0.41,383,0.38,0.05,0.28,0.02,0.63,0.06,0.48,0.77,0.43,0.34,0.59,0.08,0.03,1996,0.75,0.25,0,0
05115-950800-1,174.2,12.26,0.54,0.19,763,0.6,0,0.19,0.04,0.39,0.45,0.4,0.86,0.28,0.25,0.78,0.08,0.15,1983,0.66,0.25,0.09,0
05115-950800-2,121.3,14.68,0.45,0.58,478,0.38,0,0.25,0.05,0.56,0.4,0.39,0.98,0.49,0.19,0.78,0.1,0.22,1986,0.8,0,0.05,0
05115-950800-3,22.8,49.23,0.56,0.07,366,0.59,0,0.22,0.02,0.47,0.2,0.61,0.92,0.47,0.31,0.72,0.19,0.07,1984,0.72,0,0.04,0
05115-950901-1,215.1,8.62,0.44,0,652,0.69,0,0.12,0,0.64,0.23,0.47,1,0.48,0.37,0.81,0.05,0.21,1991,0.6,0,0.01,0
05115-950901-2,150.6,8.8,0.46,0.1,485,0.53,0,0.33,0.02,0.37,0.33,0.34,0.94,0.51,0.18,0.64,0.05,0.02,1989,0.69,1,0.07,0
05115-950902-1,92.5,12.84,0.48,0.74,309,0.42,0,0.25,0.02,0.37,0.12,0.31,0.8,0.41,0.24,0.77,0.09,0.1,1985,0.63,0.33,0.12,0
05115-950902-2,121.5,9.84,0.45,0.4,431,0.42,0,0.6,0.01,0.61,0.26,0.14,0.79,0.13,0.19,0.38,0.14,0.18,1986,0.84,0.32,0.12,0
05115-950902-3,264.9,6.89,0.5,0.5,524,0.56,0.14,0.27,0.03,0.71,0.22,0.49,0.78,0.37,0.28,0.77,0.04,0.11,1992,0.76,0.6,0.11,0
05115-951000-1,22.9,58.62,0.45,0.12,504,0.33,0,0.29,0,0.39,0.3,0.28,0.81,0.3,0.29,0.6,0.06,0.19,1986,0.8,0.27,0.1,0
05115-951000-2,96.2,18.52,0.47,0,499,0.43,0,0.22,0.01,0.59,0.18,0.39,0.84,0.47,0.28,0.67,0.09,0.09,1989,0.85,0,0.09,0
05115-951000-3,36,27.14,0.49,0,323,0.45,0,0.14,0.02,0.42,0.25,0.65,0.92,0.46,0.34,0.75,0.1,0.2,1982,0.29,0.63,0.02,0
05115-951100-1,170.1,8.51,0.52,0.15,332,0.56,0.08,0.21,0.02,0.72,0.13,0.2,0.8,0.27,0.22,0.75,0.15,0.08,1980,0.48,0.15,0.05,0
05115-951100-2,119.3,12.54,0.57,0.18,480,0.44,0.56,0.22,0.07,0.6,0.17,0.47,0.85,0.41,0.28,0.78,0.03,0.07,1974,0.56,0,0.1,0
05115-951100-3,32.9,23.55,0.52,0.53,158,0.38,0.5,0.33,0,0.44,0.16,0.1,0.85,0.39,0.38,0.66,0.02,0.1,1976,0.72,0.11,0,0
05115-951201-1,170.9,10,0.55,0.07,764,0.6,0,0.16,0.08,0.62,0.35,0.76,0.93,0.33,0.25,0.68,0.27,0.18,1987,0.75,1,0.03,0
05115-951201-2,61.8,18.54,0.39,0.36,367,0.65,0,0.17,0,0.44,0.5,0.68,0.91,0.41,0.13,0.91,0.11,0.2,1997,0.88,0,0.05,0
05115-951202-1,50.8,14.69,0.59,0,224,0.13,0,0.19,0.08,0.57,0.28,0.05,0.77,0.43,0.32,0.92,0,0.02,2003,0.85,0.44,0,0
05115-951202-2,118.9,16.82,0.46,0.09,858,0.56,0,0.25,0.06,0.52,0.15,0.53,0.94,0.3,0.23,0.62,0.13,0.19,1991,0.63,0,0.1,0
05115-951202-3,98,24.05,0.56,0.51,687,0.49,0,0.28,0.02,0.7,0.23,0.51,0.78,0.55,0.25,0.85,0.06,0.1,2005,0.88,0.47,0.08,0
05115-951301-1,536.2,2.12,0.42,0.31,216,0.37,0,0.27,0.1,0.18,0.18,0.12,0.69,0.14,0.26,0.32,0.03,0.11,1978,0.72,0.36,0.19,0
05115-951302-1,5223.9,0.23,0.63,0.65,136,0.49,0,0.11,0.02,0.88,0,0.27,0.55,0.38,0.08,0.55,0.2,0.02,1977,0.71,0.62,0,0
05115-951302-2,4184.8,0.23,0.52,0.46,63,0.49,0.27,0.15,0.05,1,0.21,0.45,0.66,0.33,0.08,0.59,0.12,0.02,1980,0.52,0.34,0.05,0
05115-951302-3,2472.3,0.5,0.52,0.1,255,0.37,0,0.1,0.02,0.75,0.14,0.17,0.88,0.6,0.46,0.7,0,0.05,1983,0.65,0.09,0.45,0
05115-951303-1,435.3,1.12,0.51,0,144,0.52,0,0.4,0.07,0.67,0.12,0.59,0.79,0.32,0.41,0.54,0.12,0.13,1976,0.69,0,0,0
05115-951303-2,770.1,3.32,0.47,0.02,461,0.6,0,0.2,0.02,0.75,0.23,0.44,0.85,0.42,0.29,0.63,0.18,0.22,1997,0.88,0.24,0.15,0
05115-951400-1,1105.4,1.87,0.63,0.56,198,0.41,0.28,0.23,0.02,0.58,0.18,0.4,0.69,0.35,0.14,0.64,0.09,0.05,1976,0.63,0.24,0.18,0
05115-951400-2,784.9,3.87,0.41,0.59,144,0.61,0,0.07,0.1,0.29,0.1,0.27,0.8,0.07,0.05,0.37,0.03,0.03,1978,0.68,0.07,0,0
05115-951501-1,627.1,3.41,0.49,0.02,820,0.76,0.58,0.19,0.02,0.53,0.32,0.66,0.87,0.36,0.2,0.72,0.1,0.25,1986,0.68,0.2,0.08,0
05115-951501-2,239,4.87,0.49,0.06,419,0.72,0,0.17,0.1,0.68,0.29,0.57,0.79,0.4,0.21,0.65,0.03,0.31,1982,0.21,0,0.05,0
05115-951503-1,1998.2,0.45,0.65,0.74,365,0.91,0,0.49,0,0.77,0.23,0.1,0.96,0.23,0.16,0.75,0,0.24,1976,0.54,0,0,0
05115-951503-2,1646.9,1.05,0.49,0.07,428,0.63,0.2,0.29,0,0.4,0.4,0.5,0.94,0.3,0.25,0.58,0.21,0.19,1988,0.55,0.01,0.14,0
05115-951504-1,2938.5,0.79,0.59,0.21,650,0.75,0,0.21,0.02,0.61,0.23,0.65,0.93,0.39,0.31,0.69,0.21,0.15,1983,0.24,0.27,0.17,0
05115-951504-2,3704.8,0.62,0.41,0.36,311,0.31,0,0.32,0.06,0.56,0.16,0.68,0.59,0.37,0.17,0.49,0.1,0.06,1976,0.6,0.19,0.01,0
05115-951601-1,1144.1,2.02,0.49,0.49,314,0.34,0,0.2,0.03,0.69,0.03,0.14,0.82,0.74,0.11,0.82,0.15,0.1,2002,0.92,0,0.04,0
05115-951601-2,1738.7,0.96,0.56,0.26,482,0.46,0,0.18,0.07,0.49,0.29,0.62,0.8,0.39,0.19,0.55,0.15,0.15,1992,0.8,0,0.29,0
05115-951601-3,1491.4,0.68,0.49,0.26,127,0.59,0,0.33,0.03,0.28,0.2,0.41,0.71,0.28,0.08,0.46,0.08,0.08,1976,0.44,0.14,0.13,0.05
05115-951601-4,2235.8,0.76,0.64,0.96,451,0.43,0.1,0.27,0,0.61,0.1,0.18,0.84,0.3,0.32,0.65,0.05,0.04,1993,0.62,0.38,0.13,0
05115-951602-1,66.7,17.39,0.52,0.48,316,0.3,0,0.25,0,0.68,0.24,0.36,0.86,0.53,0.22,0.89,0.13,0.04,1992,0.8,0,0.02,0
05117-460100-1,11.7,89.25,0.49,0.63,335,0.43,0,0.26,0.04,0.59,0.1,0.52,0.91,0.32,0.25,0.75,0.12,0.15,1990,0.83,0,0.07,0
05117-460100-2,5.5,183.46,0.44,0.05,389,0.39,0,0.2,0.02,0.27,0.36,0.42,0.89,0.3,0.22,0.69,0.17,0.19,1988,0.44,0.07,0.05,0
05117-460100-3,163.4,3.14,0.46,0.22,170,0.21,0,0.5,0.06,0.38,0.24,0.54,0.79,0.11,0.19,0.19,0.14,0.11,1973,0.55,0.12,0.22,0
05117-460100-4,202.9,4.2,0.53,0.39,167,0.4,0,0.27,0,0.59,0.17,0.72,0.81,0.45,0.23,0.8,0.17,0.03,1978,0.7,0.07,0.1,0
05117-460200-1,5.8,197.85,0.46,0.1,405,0.54,0,0.26,0.02,0.42,0.17,0.42,0.94,0.33,0.3,0.79,0.16,0.11,1989,0.68,0,0.09,0
05117-460200-2,72.5,10.19,0.56,0.09,233,0.56,0,0.19,0.06,0.61,0.4,0.62,0.85,0.46,0.28,0.71,0.08,0.12,1971,0.3,0.29,0.03,0
05117-460200-3,127.6,8.59,0.43,0.21,219,0.54,0,0.26,0.01,0.64,0.13,0.4,0.79,0.42,0.22,0.7,0.13,0.07,1982,0.78,0.16,0.03,0
05117-460300-1,7.4,108.98,0.56,0.14,341,0.5,0.54,0.33,0.09,0.44,0.09,0.15,0.88,0.32,0.26,0.53,0.26,0.17,1973,0.52,0,0.12,0
05117-460300-2,42.9,17.85,0.55,0.46,207,0.33,0,0.48,0,0.16,0.27,0.33,0.72,0.34,0.14,0.54,0.06,0.16,1973,0.46,0.05,0.11,0
05117-460300-3,13.7,24.01,0.53,0.05,86,0.42,0,0.21,0.04,0.34,0.23,0.47,0.67,0.31,0.28,0.6,0.02,0.11,1977,0.34,0,0.16,0
05119-000500-1,545.4,1.28,0.61,0,146,0.41,0,0.48,0.09,0.44,0.44,0.62,0.46,0.25,0.22,0.29,0,0,1968,0.44,0.1,0.18,0
05119-000500-2,2218.3,0.28,0.67,0,186,0.59,0,0.27,0,0.46,0.31,0.67,0.8,0.44,0.17,0.51,0.02,0.02,1957,0.48,1,0.13,0
05119-000500-3,1461.6,0.23,0.68,1,35,0.29,0,0.58,0.02,1,0.04,0.75,0.47,0.06,0.11,0.17,0,0,1963,0.52,0,0,0
05119-001100-1,2635.6,0.26,0.52,1,134,0.48,0,0.21,0.04,0.29,0.12,0.74,0.57,0.31,0.15,0.49,0.08,0,1947,0.41,0.61,0.02,0
05119-001100-2,1477.9,0.86,0.45,0.57,197,0.49,0,0.3,0.09,0.23,0.23,0.86,0.61,0.56,0.17,0.66,0.05,0.06,0,0.18,0.28,0.33,0
05119-001200-1,1402.9,0.79,0.52,0.79,58,0.46,0,0.28,0.02,0.28,0.11,0.35,0.56,0.12,0.38,0.32,0,0.1,1963,0.1,0.05,0.23,0
05119-001200-2,2446,0.16,0.36,1,146,0.37,0,0.21,0,0.34,0.16,0,0.68,0.09,0.24,0.26,0.1,0,1951,0.32,0,0.06,0
05119-001300-1,2721.2,0.25,0.53,1,84,0.3,0,0.16,0.13,0.31,0.27,0.04,0.66,0.49,0.14,0.87,0.09,0,1942,0.42,0.42,0.06,0.18
05119-001300-2,4883.5,0.14,0.49,0.14,143,0.53,0,0.15,0.05,0.36,0.25,0.84,0.81,0.36,0.2,0.59,0,0.05,1942,0.48,0,0.18,0
05119-001300-3,2642.7,0.3,0.49,1,157,0.6,0,0.37,0.08,0.39,0.21,0.37,0.73,0.24,0.23,0.61,0.01,0.12,1946,0.59,0.05,0.01,0
05119-001501-1,2152.5,0.34,0.59,0,239,0.95,0,0.12,0,0.6,0.36,0.65,1,0.2,0.35,0.74,0.08,0.24,1947,0.5,0,0,0.06
05119-001501-2,4691.5,0.35,0.49,0.1,425,0.9,0,0.19,0,0.64,0.21,0.81,0.87,0.2,0.28,0.45,0.16,0.22,0,0.38,0.24,0.07,0
05119-001501-3,3626.1,0.42,0.42,0.55,372,0.8,0,0.36,0.04,0.66,0.12,0.66,0.89,0.14,0.3,0.21,0.11,0.09,1954,0.36,0.08,0.24,0
05119-001502-1,2324.2,0.55,0.57,0.04,397,0.95,0.29,0.11,0.04,0.53,0.31,0.6,0.88,0.19,0.21,0.52,0.17,0.33,1965,0.23,0.2,0.27,0
05119-001502-2,2405.3,0.62,0.5,1,56,0.78,0,0.38,0.03,0,0.05,0.74,0.89,0.04,0.22,0.21,0.09,0.14,1990,0.83,0.03,0.1,0
05119-001502-3,4286.4,0.2,0.44,0,296,0.91,0,0.2,0,0.68,0.13,0.91,0.95,0.1,0.33,0.63,0.18,0.34,0,0.24,0.11,0.01,0
05119-001600-1,3112.2,0.42,0.58,0.47,440,0.93,0,0.18,0,0.71,0.27,0.67,1,0.27,0.24,0.73,0.2,0.34,1947,0.1,0.2,0.13,0
05119-001600-2,3596.1,0.25,0.44,0.74,186,0.75,0,0.24,0,0.35,0.17,0.79,0.92,0.2,0.26,0.3,0.06,0.29,1972,0.64,0.23,0,0
05119-001600-3,5348.8,0.46,0.44,0.1,708,0.98,0,0.12,0.01,0.63,0.14,0.94,1,0.42,0.19,0.72,0.19,0.51,1947,0.18,0,0,0
05119-001600-4,1074.4,1.5,0.54,0.78,396,0.87,0,0.16,0,0.46,0.16,0.43,0.87,0.15,0.28,0.43,0.12,0.34,1973,0.57,0.37,0.04,0
05119-001800-1,5263.7,0.21,0.53,0,133,0.46,0,0.4,0.07,0.22,0.07,0.23,0.57,0.31,0.13,0.39,0,0.02,1953,0.19,0.04,0.07,0
05119-001800-2,6963.6,0.18,0.63,1,126,0.6,0,0.36,0.01,0.74,0.2,0.44,0.41,0.3,0.25,0.64,0.06,0.03,1986,0.61,0.29,0.24,0
05119-001800-3,4396.8,0.26,0.6,0,211,0.65,0,0.27,0.04,0.75,0.04,0.41,0.83,0.28,0.23,0.3,0.02,0.02,1958,0.18,0.24,0,0
05119-001800-4,3817.8,0.34,0.57,1,245,0.53,0,0.17,0.06,0.6,0.2,0.31,0.81,0.19,0.37,0.42,0.17,0.04,1958,0.33,0.57,0.24,0
05119-001900-1,3270.8,0.34,0.55,0.74,281,0.4,0.12,0.24,0.04,0.59,0.24,0.23,0.8,0.24,0.18,0.59,0,0.02,1961,0.4,0,0.2,0
05119-001900-2,3627.6,0.29,0.46,0.37,299,0.32,0,0.37,0.04,0.17,0.31,0.46,0.81,0.25,0.16,0.65,0.1,0.1,1962,0.29,0.29,0.14,0
05119-001900-3,1487.2,0.71,0.45,0.76,75,0.59,0,0.1,0.22,0.53,0.03,0.67,0.34,0.32,0.05,0.35,0.05,0,1991,0.53,0.55,0.06,0
05119-002001-1,1046.6,1.63,0.61,0,401,0.65,0,0.16,0.04,0.7,0.07,0.19,0.93,0.32,0.35,0.66,0,0.06,1968,0.2,0,0.07,0
05119-002001-2,5099.5,0.72,0.5,0.51,487,0.4,0,0.15,0,0.73,0.05,0.15,0.8,0.51,0.15,0.7,0.15,0.05,1967,0.23,0.11,0.16,0
05119-002001-3,3355.7,0.45,0.56,0.28,222,0.71,0,0.27,0.06,0.6,0.07,0.18,1,0.42,0.27,0.78,0.1,0,1971,0.47,0,0,0
05119-002002-1,417.9,2.71,0.53,0.66,192,0.37,0.27,0.15,0.07,0.65,0.08,0.2,0.66,0.41,0.36,0.67,0.04,0.03,1974,0.77,0.51,0.12,0
05119-002002-2,1065.4,0.72,0.38,1,187,0.72,0,0.29,0.1,0.64,0.17,0.59,0.68,0.2,0.38,0.25,0.06,0,1974,0.52,0.26,0.45,0
05119-002002-3,2381,1.04,0.52,0.43,370,0.38,0,0.18,0.07,0.75,0.07,0.47,0.58,0.55,0.22,0.75,0.04,0.04,1969,0.51,0.79,0.17,0
05119-002102-1,3147.5,0.3,0.61,0.94,277,0.5,0.35,0.15,0.01,0.9,0.07,0.06,0.82,0.16,0.25,0.66,0.38,0.01,1972,0.6,0.06,0,0
05119-002102-2,2937.1,0.59,0.62,0.82,484,0.66,0,0.25,0.05,0.68,0.14,0.51,0.88,0.37,0.23,0.45,0.02,0.16,1957,0.52,0.31,0.15,0
05119-002102-3,1760.6,0.95,0.47,0.55,264,0.67,0,0.22,0.04,0.64,0.12,0.52,0.71,0.34,0.35,0.65,0.12,0.03,1965,0.57,0.37,0.13,0
05119-002103-1,1989,0.33,0.53,0,162,0.63,0,0.43,0.04,0.5,0.19,0.25,0.74,0.06,0.26,0.16,0.19,0.24,1967,0.66,0.35,0.05,0
05119-002103-2,3122.2,0.74,0.49,0.59,542,0.75,0,0.37,0.06,0.57,0.12,0.66,0.81,0.18,0.32,0.33,0.18,0.12,1969,0.5,0.11,0.08,0
05119-002104-1,4020.5,0.3,0.57,0.18,510,0.69,0,0.46,0.03,0.8,0.25,0.51,0.98,0.19,0.2,0.45,0.07,0.48,1964,0.26,0,0,0
05119-002104-2,3735.3,0.39,0.42,0.05,480,0.91,0,0.12,0,0.63,0.27,0.63,1,0.32,0.23,0.66,0.32,0.56,1968,0.33,0,0.16,0
05119-002104-3,4529.9,0.35,0.5,0,377,0.8,0,0.12,0.02,0.32,0.36,0.82,0.96,0.18,0.31,0.47,0.05,0.42,1965,0.21,0,0.02,0
05119-002104-4,3960.1,0.35,0.49,0.4,457,0.74,0,0.2,0,0.7,0.24,0.92,0.91,0.37,0.24,0.63,0.19,0.38,1962,0.19,0.19,0.13,0
05119-002203-1,4371.4,0.39,0.51,0.2,389,0.82,0,0.09,0.04,0.72,0.11,0.66,0.85,0.31,0.21,0.65,0.14,0.34,1968,0.51,0.3,0.12,0
05119-002203-2,5137.8,0.16,0.58,1,96,0.51,0,0.44,0,0.81,0.12,0.67,0.73,0.24,0.13,0.44,0,0.08,1981,0.71,0.4,0.15,0
05119-002203-3,2640.6,0.26,0.54,0,252,0.78,0,0.39,0.04,0.57,0.19,0.56,0.84,0.17,0.07,0.17,0.04,0.21,1970,0.33,0.09,0.06,0
05119-002203-4,3042.3,0.51,0.61,0.96,216,0.92,0,0.23,0,0.77,0.16,0.62,0.8,0.21,0.14,0.42,0.07,0.15,1980,0.8,0.23,0.02,0
05119-002206-1,12121.4,0.11,0.59,0.41,120,0.75,0,0.13,0.02,0.57,0.04,0.74,0.86,0.47,0.07,0.55,0.03,0.18,1982,0.82,0.18,0.02,0
05119-002206-2,11156,0.14,0.59,1,228,0.57,0,0.16,0.03,0.43,0.21,0.5,0.76,0.34,0.19,0.64,0.05,0.26,1981,0.74,0.54,0.17,0
05119-002206-3,3485.8,0.23,0.62,0,251,0.83,0,0.48,0,0.69,0.24,0.29,0.92,0.07,0.33,0.22,0.1,0.09,1983,0.81,0.27,0,0
05119-002208-1,2212.1,0.38,0.49,0.45,221,0.58,0,0.23,0,0.6,0.26,0.42,0.97,0.3,0.26,0.51,0.04,0.19,1968,0.28,0.11,0.08,0
05119-002208-2,2826,0.45,0.56,0.38,278,0.75,0.55,0.27,0.05,0.71,0.12,0.48,0.8,0.33,0.24,0.48,0.15,0.21,1969,0.41,0.12,0.09,0
05119-002209-1,2931.1,0.38,0.32,0.36,184,0.75,0,0.08,0.01,0.85,0.11,0.87,0.99,0.26,0.27,0.6,0.01,0.06,1978,0.61,0.01,0.29,0
05119-002209-2,3495.1,0.29,0.54,0,261,0.85,0,0.11,0.04,0.56,0.11,0.28,0.85,0.2,0.21,0.5,0.06,0.14,1978,0.53,0.21,0.16,0
05119-002209-3,3946.1,0.29,0.58,0.58,36,0.72,0.11,0.15,0.05,1,0,0.6,0.79,0.31,0.34,0.58,0.09,0.05,1979,0.86,0.23,0.14,0
05119-002210-1,2148.1,0.83,0.42,0.2,858,0.84,0,0.26,0.02,0.45,0.18,0.59,0.97,0.2,0.28,0.58,0.05,0.43,1980,0.35,0,0,0
05119-002211-1,6095.8,0.27,0.52,0.86,133,0.74,0.84,0.17,0.08,0.5,0.06,0.45,0.58,0.35,0.27,0.38,0.12,0.13,1975,0.71,0.17,0.22,0.06
05119-002211-2,5336.5,0.43,0.57,0.02,697,0.83,0,0.18,0.02,0.66,0.19,0.6,0.94,0.38,0.32,0.72,0.03,0.28,1972,0.2,0.11,0.17,0
05119-002211-3,3650.9,0.59,0.54,0.15,720,0.77,0,0.23,0.03,0.72,0.19,0.56,0.89,0.43,0.25,0.72,0.1,0.24,1976,0.31,0,0.2,0
05119-002403-1,1990.7,1.34,0.54,0.52,476,0.58,0,0.24,0.06,0.7,0.26,0.54,0.81,0.31,0.16,0.53,0.07,0.16,1984,0.66,0.23,0.15,0
05119-002403-2,3703.4,0.22,0.7,0.62,154,0.7,0,0.3,0,0.24,0.02,0.14,0.67,0.31,0.18,0.71,0.03,0,1979,0.85,0.21,0.04,0
05119-002403-3,3211.8,0.18,0.58,1,138,0.54,0,0.22,0,0.51,0.34,0.19,0.91,0.36,0.22,0.68,0,0.09,1972,0.27,0.09,0.47,0
05119-002405-1,2110.2,0.78,0.51,0.34,290,0.66,0.17,0.21,0.03,0.52,0.18,0.53,0.84,0.41,0.31,0.65,0,0.09,1974,0.44,0.04,0.06,0
05119-002405-2,761,2.96,0.41,0.18,847,0.63,0,0.15,0,0.71,0.08,0.44,0.91,0.36,0.31,0.74,0.07,0.07,2002,0.68,0.59,0.19,0
05119-002405-3,703.7,1.78,0.42,0.49,637,0.73,0,0.32,0,0.68,0.31,0.64,0.75,0.22,0.33,0.41,0.06,0.04,1989,0.4,0,0.08,0
05119-002406-1,1347.8,0.51,0.56,0.41,217,0.41,1,0.25,0,0.44,0.22,0.32,0.75,0.31,0.3,0.55,0.08,0.06,1962,0.29,0.54,0.02,0
05119-002406-2,1239.2,1.74,0.5,0.19,673,0.63,0,0.27,0.02,0.72,0.24,0.39,0.88,0.45,0.31,0.69,0.28,0.1,1969,0.44,0.47,0.1,0
05119-002407-1,1208,1.48,0.48,0.47,544,0.81,0,0.12,0.01,0.75,0.19,0.71,0.88,0.21,0.19,0.49,0.09,0.2,1989,0.43,0.19,0.08,0
05119-002409-1,4207.7,0.28,0.7,1,134,0.63,0,0.47,0.03,0.63,0.11,0.45,0.69,0.19,0.17,0.37,0.17,0.06,1979,0.84,0.23,0.05,0
05119-002409-2,1905.5,0.63,0.78,0.96,150,0.48,0.05,0.05,0.13,0.67,0.05,1,0.81,0.81,0.07,0.9,0,0,1973,0.19,0.87,0.19,0
05119-002409-3,5774.9,0.14,0.58,0.73,209,0.67,0,0.28,0,0.62,0.28,0.34,0.94,0.38,0.31,0.63,0,0.07,1968,0.09,0.13,0,0
05119-002410-1,1778.4,1.21,0.66,0.22,335,0.54,0,0.49,0.02,0.86,0.2,0.49,0.57,0.19,0.28,0.35,0.04,0.09,1976,0.76,0.37,0.15,0.01
05119-002410-2,3136.3,0.38,0.49,0.57,391,0.51,0,0.27,0.05,0.29,0.47,0.48,0.61,0.37,0.31,0.73,0.26,0.04,1976,0.7,0.12,0.03,0
05119-002500-1,1193.2,1.06,0.44,0.23,122,0.74,0,0.27,0.05,0.75,0.11,0.72,0.8,0.08,0.28,0.26,0.06,0.16,2007,0.76,0.13,0.03,0
05119-002600-1,749,1.38,0.5,0.84,326,0.45,0,0.56,0.01,0.21,0.2,0.05,0.73,0.14,0.39,0.24,0.01,0.04,1964,0.21,0.24,0.13,0
05119-002700-1,2405.1,0.61,0.59,0.05,204,0.59,0,0.34,0.11,0.71,0.08,0.69,0.29,0.25,0.37,0.36,0.55,0.04,1967,0.13,0.05,0.31,0
05119-002700-2,2097.5,0.31,0.36,0,156,0.44,0,0.13,0,0.69,0.46,0.48,1,0.2,0.2,0.53,0.09,0,1961,0.13,0,0.12,0
05119-002700-3,1506,0.62,0.47,0.6,243,0.4,0.39,0.26,0.07,0.54,0.3,0.1,0.82,0.53,0.22,0.82,0,0.22,1959,0.23,0.44,0.05,0
05119-002700-4,962.2,2.53,0.53,0.5,294,0.39,0,0.17,0.08,0.7,0.2,0.35,0.52,0.47,0.21,0.7,0.05,0.05,1969,0.4,0.69,0.21,0
05119-002700-5,586.3,0.86,0.53,0.51,79,0.5,0,0.29,0,0.7,0.17,0.45,0.78,0.42,0.18,0.72,0,0,1970,0.14,0,0.35,0
05119-002800-1,2214.7,0.45,0.64,1,128,0.25,1,0.42,0.06,0,0.2,0.06,0.4,0.41,0.2,0.66,0.09,0.08,1963,0.52,0.23,0.2,0
05119-002800-2,308,3.28,0.47,0.88,90,0.28,0.47,0.13,0.03,0.26,0.05,0.79,0.34,0.45,0.17,0.6,0,0.06,1963,0.29,0.66,0.43,0
05119-002900-1,1669.5,0.64,0.48,1,211,0.47,0,0.24,0.04,0.31,0.16,0.37,0.68,0.15,0.22,0.45,0.1,0.06,1961,0.63,0.18,0.18,0
05119-003001-1,7711.8,0.11,0.53,0.92,22,0.2,0,0.26,0.18,1,0,0.41,0.3,0.54,0.09,0.75,0.04,0,1966,0.63,0.72,0.22,0
05119-003001-2,1541.3,0.52,0.38,0,114,0.5,0,0.2,0.01,0.59,0.14,0.65,0.81,0.19,0.2,0.36,0.02,0.13,2002,0.49,0.11,0.02,0
05119-003001-3,5435.4,0.13,0.65,1,207,0.53,0.48,0.28,0,0.64,0.05,0.17,0.59,0.34,0.32,0.59,0.11,0.05,1952,0.37,0.29,0.2,0
05119-003001-4,2208.3,0.15,0.5,0,50,0.44,0,0.32,0.15,0.76,0.11,0.08,0.66,0.13,0.51,0.54,0.17,0,1954,0.23,0.25,0.53,0
05119-003002-1,3513.6,0.62,0.53,0.76,162,0.57,0,0.28,0.06,0.61,0.1,0.48,0.51,0.27,0.24,0.53,0.12,0.09,1971,0.51,0.15,0.08,0.02
05119-003002-2,2457.8,0.11,0.91,1,0,0.23,0,0.52,0.16,0,0,0,0.29,0.61,0.13,0.61,0,0,1961,0.1,0.71,0,0
05119-003002-3,2773,0.13,0.47,1,32,0.52,0,0.24,0,0,0.15,0.49,0.71,0.09,0.31,0.36,0,0,1951,0.33,0.32,0,0
05119-003100-1,1187.2,0.85,0.52,1,0,0.49,0.54,0.4,0,0,0.15,0.58,0.53,0.28,0.17,0.4,0.06,0.02,1990,0.75,0.23,0.25,0
05119-003202-1,2569.3,0.63,0.51,0.32,571,0.61,0,0.1,0.07,0.49,0.23,0.63,0.89,0.34,0.23,0.63,0.04,0.12,1973,0.17,0.57,0.04,0
05119-003202-2,5008.8,0.31,0.54,0.33,243,0.71,0,0.21,0.04,0.93,0.28,0.6,0.69,0.44,0.32,0.65,0.14,0,1964,0.31,0.26,0.29,0
05119-003202-3,6736,0.31,0.5,0.24,345,0.41,0,0.26,0.06,0.73,0.05,0.6,0.93,0.58,0.2,0.51,0.1,0.08,1961,0.34,0.16,0.14,0
05119-003202-4,1868.3,0.46,0.56,1,210,0.58,0,0.38,0,0.68,0.19,0.75,0.71,0.21,0.16,0.3,0.09,0.1,1974,0.42,0.11,0.03,0
05119-003207-1,933.1,0.89,0.47,0.41,189,0.58,0,0.27,0,0.44,0.26,0.7,0.82,0.37,0.24,0.59,0.13,0.15,1965,0.31,0.03,0,0
05119-003207-2,4294.3,0.32,0.51,0.59,525,0.58,0,0.36,0.02,0.78,0.28,0.6,0.9,0.25,0.34,0.51,0.01,0.21,1971,0.23,0.17,0.12,0
05119-003208-1,5892.5,0.45,0.53,0.83,296,0.52,0,0.11,0.12,0.74,0.04,0.71,0.71,0.31,0.18,0.65,0.06,0.04,1970,0.67,0.35,0.12,0
05119-003208-2,1639.3,0.37,0.45,0.77,125,0.42,0,0.46,0.08,0.53,0.1,0.49,0.56,0.15,0.4,0.34,0.04,0.06,1960,0.29,0.35,0.02,0
05119-003208-3,3216,0.38,0.62,0,146,0.48,0,0.31,0,0.46,0.09,0.68,0.81,0.48,0.17,0.63,0,0.13,1966,0.2,0.1,0.32,0
05119-003303-1,3872.9,0.35,0.51,0.24,558,0.57,0,0.33,0.03,0.36,0.33,0.47,0.81,0.24,0.18,0.44,0.07,0.36,1963,0.08,0.12,0.13,0
05119-003303-2,5330,0.28,0.43,0.05,520,0.78,0,0.23,0,0.78,0.34,0.35,0.99,0.37,0.23,0.64,0.07,0.49,1976,0.1,0,0.02,0
