key,population_den,area,female_per,children_living_with_single_parents,owner_occupied,some_college_more,dropped_out_schoolOrCollege,sep_wid_div,unemp,debt_housing_units,housing_retirement_income,females_per_tier1_jobs,household_income_less_than_20k,household_size_greater_than_equal_3,age_35_to_54,family_household,household_self_emp,hh_dividends,yr_built,electricity_cost_per,gross_rent,pool_publicTransport,bike
05119-004218-2,2745.7,0.36,0.44,0.34,200,0.75,0.42,0.12,0,0.93,0.09,0.48,1,0.42,0.19,0.56,0.2,0.19,1986,0.35,0,0.13,0
05119-004219-1,2975.9,0.57,0.49,0,459,1,0.24,0.11,0,0.79,0.17,0.84,1,0.66,0.35,0.92,0.18,0.26,1988,0.23,0,0.23,0
05119-004219-2,2344,0.35,0.7,1,219,0.67,0,0.24,0.05,0.76,0.25,0.49,1,0.23,0.07,0.71,0.07,0.11,2000,0.66,0,0.4,0
05119-004219-3,2141.1,0.52,0.46,0.07,510,0.98,0,0.33,0.02,0.64,0.42,0.76,0.78,0.27,0.24,0.54,0.14,0.28,1993,0.15,0,0.07,0
05119-004219-4,2668.3,0.81,0.49,0.16,665,0.72,0,0.11,0,0.61,0.26,0.61,0.94,0.4,0.26,0.84,0.07,0.31,1990,0.18,0,0.18,0
05119-004220-1,1698.4,0.37,0.68,0,76,0.28,0,0.41,0.03,0.67,0.16,0.49,0.7,0.4,0.13,0.61,0.35,0.16,1995,0.44,0.18,0.32,0
05119-004220-2,1946.8,1.1,0.57,0.6,493,0.63,0,0.26,0.03,0.79,0.23,0.52,0.89,0.35,0.22,0.57,0.05,0.13,1989,0.57,0.22,0.18,0
05119-004220-3,4257.4,0.35,0.53,0,253,0.56,0,0.09,0.02,0.79,0.28,0.47,0.96,0.62,0.37,0.77,0.1,0.09,2002,0.6,0.08,0,0
05119-004220-4,4717.7,0.5,0.62,0.68,661,0.83,0,0.23,0.1,0.84,0.21,0.74,0.67,0.38,0.2,0.62,0.04,0.09,2003,0.47,0.59,0.06,0
05119-004222-1,3565.1,0.45,0.55,0.42,423,0.8,0,0.25,0,0.71,0.21,0.5,0.89,0.14,0.1,0.46,0.11,0.32,1987,0.59,0.47,0.06,0
05119-004222-2,3212.7,0.31,0.5,0.73,0,0.83,0,0.11,0.04,0,0.06,0.64,0.75,0.24,0.22,0.41,0,0.1,1990,0.91,0.13,0.15,0
05119-004223-1,3048.5,0.9,0.52,0.41,421,0.91,0.19,0.14,0.05,0.78,0.1,0.71,0.77,0.51,0.26,0.75,0.09,0.26,2004,0.52,0.24,0.18,0
05119-004223-2,2996.2,0.32,0.53,0.06,352,0.85,0,0.37,0,0.64,0.28,0.82,0.92,0.24,0.25,0.44,0.08,0.34,1990,0.37,0.26,0.05,0
05119-004224-1,1026.1,3.46,0.55,0.12,893,0.97,0,0.12,0.02,0.7,0.1,0.84,0.98,0.31,0.28,0.67,0.13,0.21,2012,0.44,0.21,0.06,0
05119-004224-2,3750.1,0.7,0.57,0.24,980,0.8,0,0.25,0.01,0.62,0.39,0.66,0.92,0.4,0.29,0.6,0.06,0.17,1996,0.22,0,0.1,0
05119-004225-1,253.4,7.97,0.48,0.09,518,0.92,0,0.13,0,0.65,0.08,0.86,0.89,0.29,0.35,0.45,0.14,0.14,2007,0.59,0.16,0.08,0
05119-004225-2,154.4,6.13,0.49,0.56,436,0.43,0,0.32,0,0.33,0.47,0.31,0.88,0.3,0.28,0.54,0,0.1,1991,0.62,0.24,0.07,0
05119-004226-1,1182.3,1.47,0.45,0.72,162,0.57,0,0.22,0,0.53,0.23,0.31,0.94,0.29,0.19,0.42,0,0.14,2001,0.72,0.15,0.07,0
05119-004226-2,425,4.32,0.58,0.74,375,0.73,0,0.07,0.03,0.44,0.12,0.35,0.95,0.16,0.23,0.81,0.04,0.07,2001,0.53,0.09,0.07,0
05119-004227-1,263.3,3.18,0.53,0.05,285,0.69,0,0.08,0,0.34,0.24,0.2,0.9,0.24,0.28,0.76,0.09,0.27,1975,0.49,0,0.21,0
05119-004227-2,47.6,10.47,0.45,0,191,0.5,0,0.22,0,0.56,0.38,0.51,0.99,0.39,0.3,0.85,0.26,0.23,1986,0.62,0,0.08,0
05119-004228-1,1586.2,1.43,0.64,0.18,343,0.77,0,0.31,0,0.83,0.46,0.68,0.97,0.22,0.28,0.79,0.15,0.27,1997,0.66,0.18,0.3,0
05119-004228-2,1035.4,0.42,0.54,0,183,0.95,0,0.14,0,0.34,0.37,0.54,1,0.32,0.26,0.68,0.11,0.35,1995,0.09,0,0,0
05119-004229-1,2124.6,0.47,0.5,0.07,253,0.9,0,0.18,0,0.87,0.2,0.75,0.96,0.29,0.3,0.58,0.12,0.28,1999,0.59,0.38,0.05,0
05119-004229-2,2310.1,0.63,0.44,0.05,517,0.89,0,0.09,0,0.69,0.31,0.82,1,0.42,0.3,0.84,0.07,0.49,2004,0.36,0,0.05,0
05119-004229-3,1881.7,1.21,0.5,0.05,703,0.97,0,0.05,0,0.74,0.21,0.69,1,0.54,0.26,0.84,0.25,0.32,2004,0.14,0,0.04,0
05119-004302-1,276.8,9.22,0.5,0.27,949,0.55,0,0.24,0.02,0.61,0.22,0.49,0.82,0.29,0.2,0.61,0.09,0.13,2000,0.69,0,0.05,0
05119-004302-2,305.3,3.18,0.54,0,358,0.44,0,0.3,0,0.51,0.13,0.32,0.9,0.28,0.26,0.93,0.15,0,1975,0.36,0,0.19,0
05119-004302-3,495.2,1.49,0.47,0,276,0.34,0,0.46,0.01,0.38,0.26,0.22,0.57,0.35,0.3,0.31,0.07,0.09,1962,0.46,0.89,0.03,0
05119-004302-4,15.4,40.18,0.55,0.47,212,0.35,0,0.49,0.05,0.61,0.04,0.36,0.77,0.33,0.25,0.39,0.04,0.04,1970,0.39,0,0.14,0.18
05119-004306-1,1830.5,1.13,0.57,0.25,888,0.81,0,0.24,0.04,0.59,0.24,0.69,0.94,0.32,0.37,0.54,0.15,0.14,1979,0.24,0,0.05,0
05119-004306-2,2745.8,0.38,0.63,1,55,0.41,0,0.26,0.04,0.49,0.26,0.33,0.82,0.32,0.24,0.62,0,0.03,1982,0.77,0.21,0,0
05119-004306-3,6254.3,0.56,0.68,0.41,877,0.83,0,0.15,0,0.72,0.3,0.65,0.77,0.44,0.25,0.76,0.1,0.31,1995,0.52,0.4,0.09,0
05119-004307-1,145,4.09,0.71,0,198,0.32,0,0.47,0,0.55,0.66,0.62,1,0.53,0.15,0.53,0,0.03,1986,0.41,0,0,0
05119-004307-2,1248.3,3.99,0.59,0.63,52,0.7,0,0.18,0.06,0,0.15,0.57,0.85,0.25,0.09,0.34,0.02,0.06,2010,0.96,0.21,0.05,0
05119-004308-1,9057.6,0.18,0.51,0.3,0,0.78,0,0.2,0,0,0,0.13,0.92,0.24,0.09,0.43,0.02,0.08,2011,0.98,0.08,0.19,0
05119-004308-2,1723.6,1.07,0.46,0,609,0.72,0,0.18,0.07,0.54,0.2,0.67,0.96,0.43,0.25,0.79,0.06,0.33,1988,0.34,0,0,0
05119-004309-1,1481.7,2.22,0.55,0.05,1138,0.9,0,0.11,0.02,0.85,0.22,0.64,0.97,0.48,0.41,0.84,0.04,0.2,2005,0.39,0,0.07,0
05119-004309-2,96.9,4.72,0.49,0,33,0.27,0,0.1,0.2,1,0.18,0,0.76,0.13,0.11,0.13,0,0,2005,0.94,0.21,0,0
05119-004310-1,262.4,6.03,0.55,0,577,0.3,0,0.17,0.09,0.38,0.2,0.1,0.98,0.36,0.28,0.79,0.5,0.05,1991,0.4,0,0.03,0
05119-004310-2,2348.1,0.4,0.45,0.87,404,0.83,0,0.28,0.02,0.75,0.15,0.76,0.98,0.17,0.33,0.68,0.07,0.17,1988,0.08,0,0.05,0
05119-004310-3,3829.1,0.43,0.48,0.14,588,0.72,0,0.21,0.06,0.57,0.19,0.62,0.97,0.44,0.33,0.77,0.05,0.23,2000,0.21,0,0.05,0
05119-004311-1,4637.3,0.4,0.53,0.02,478,0.85,0,0.11,0.07,0.96,0.3,0.47,1,0.83,0.38,0.86,0.05,0.37,2006,0.25,0,0.07,0
05119-004311-2,640.1,3.65,0.55,0.14,926,0.83,0,0.11,0,0.76,0.38,0.54,0.97,0.51,0.27,0.78,0.09,0.27,2004,0.31,0,0.08,0
05119-004400-1,2710.2,0.62,0.46,0.55,364,0.75,0,0.21,0.02,0.81,0.1,0.61,0.7,0.09,0.43,0.32,0.05,0.21,1994,0.84,0.14,0.1,0
05119-004400-2,714.3,0.59,0.16,1,56,0.95,0,0.14,0,0.61,0.1,0.44,0.89,0.05,0.11,0.03,0,0.09,1960,0.92,0.09,0.65,0
05119-004500-1,2702.7,0.34,0.48,0.18,154,0.65,0,0.25,0.09,0.42,0.11,0.54,0.71,0.32,0.29,0.49,0.05,0.15,0,0.41,0.21,0.27,0
05119-004500-2,1446.3,0.73,0.55,0.11,164,0.46,0,0.27,0.06,0.56,0.07,0.46,0.52,0.21,0.18,0.42,0.01,0.07,1954,0.67,0.26,0.14,0
05119-004600-1,755.9,0.52,0.3,0,67,0.47,0.37,0.41,0.02,0,0.11,0.38,0.53,0.15,0.21,0.35,0.16,0.03,1961,0.43,0.62,0.06,0
05119-004600-2,4272.3,0.34,0.45,0,214,0.85,0,0.19,0.08,0.48,0.21,0.84,0.72,0.15,0.33,0.2,0.04,0.08,1948,0.68,0.21,0.05,0.01
05119-004600-3,901.3,0.3,0.54,1,38,0.94,0,0.06,0.05,0.82,0.14,1,0.54,0.26,0.49,0.35,0,0,1956,0.71,0.51,0,0
05119-004700-1,6073.7,0.14,0.46,0.35,129,0.72,0,0.17,0.05,0.57,0.25,0.87,0.79,0.23,0.32,0.58,0.25,0.02,0,0.49,0.13,0.09,0.09
05119-004700-2,4716.2,0.13,0.4,0,90,0.81,0,0.36,0,0.74,0.11,0.84,0.5,0.1,0.45,0.25,0.14,0.08,1945,0.65,0.13,0.07,0
05119-004700-3,5559.2,0.23,0.42,0.92,153,0.47,0,0.23,0.01,0.44,0.36,0.47,0.96,0.49,0.11,0.71,0.25,0.18,0,0.65,0.14,0.15,0
05119-004700-4,2584,0.34,0.56,0,364,0.64,0,0.32,0.04,0.67,0.16,0.66,0.79,0.33,0.3,0.46,0.07,0.08,1948,0.48,0,0.07,0
05119-004801-1,5835.7,0.23,0.52,0.66,417,0.79,0,0.37,0.03,0.85,0.11,0.52,0.82,0.13,0.27,0.28,0.09,0.07,1944,0.34,0.26,0.13,0
05119-004801-2,3481.8,0.17,0.5,0.36,142,0.62,0,0.23,0,0.68,0.22,0.48,0.92,0.35,0.29,0.49,0.19,0.31,0,0.26,0.04,0.05,0.03
05119-004801-3,2335.3,0.16,0.48,0.44,59,0.93,0,0.29,0,1,0.05,0.66,0.92,0.21,0.3,0.32,0.04,0.08,0,0.17,0.05,0.09,0
05119-004901-1,5710.8,0.15,0.55,0.36,227,0.69,0,0.28,0,0.68,0.05,0.2,0.8,0.08,0.3,0.36,0,0.05,1959,0.75,0.14,0,0
05119-004901-2,3876.8,0.25,0.52,0.21,405,0.97,0,0.27,0.03,0.65,0.19,0.57,0.97,0.25,0.28,0.54,0.18,0.2,1946,0.12,0,0,0
05119-004901-3,2792.1,0.28,0.47,0.26,269,0.92,0,0.24,0.01,0.71,0.2,0.7,0.9,0.25,0.25,0.53,0.17,0.28,1951,0.38,0.16,0.05,0
05119-004902-1,1113.6,0.84,0.54,0,275,0.97,0,0.02,0.02,0.57,0.24,0.76,1,0.4,0.23,0.94,0.33,0.69,1967,0.24,0,0.02,0
05119-004902-2,2576.7,0.24,0.62,0.29,294,1,0,0.28,0,0.87,0.28,0.93,1,0.21,0.25,0.48,0,0.3,1956,0.13,0,0,0
05119-004902-3,1891.2,1.18,0.5,0.09,904,0.95,0,0.13,0,0.76,0.25,0.7,0.9,0.32,0.26,0.73,0.08,0.47,1971,0.14,0,0.02,0
05119-980100-1,0,2.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
05119-980200-1,725.8,0.67,0.47,0,0,0.22,0.03,0.34,0.04,0,0,0.35,1,0,0.14,0,0,0,0,0,0,0.26,0
05119-980300-1,3913.9,0.23,0.46,0.06,0,0.85,0,0.03,0.01,0,0.04,0.56,0.93,0.29,0.2,0.71,0.03,0.07,1969,0.87,0.1,0.05,0.03
05119-980300-2,3476.5,0.54,0.6,0.08,0,0.88,0,0.07,0.02,0,0.03,0.59,0.95,0.45,0.17,0.65,0.1,0.06,1966,0.89,0.06,0.09,0.04
05119-980300-3,79.7,9.01,0.22,0,0,0.98,0,0.01,0.01,0,0.21,0,1,0.37,0.04,0.63,0,0,1994,1,0,0.12,0
05119-980400-1,100.3,5.88,0.46,0.81,140,0.33,0.21,0.33,0.12,0.4,0.14,0.38,0.43,0.29,0.32,0.46,0.07,0.06,1959,0.42,0.35,0.14,0
05121-960100-1,23.9,47.1,0.45,0.35,318,0.39,0,0.38,0.01,0.31,0.46,0.55,0.73,0.39,0.21,0.64,0.04,0.1,1972,0.23,0.02,0.13,0
05121-960100-2,21.4,39.73,0.49,0.7,284,0.44,0,0.29,0.03,0.49,0.19,0.37,0.8,0.37,0.18,0.65,0.17,0.1,1976,0.15,0.12,0.06,0
05121-960100-3,22.7,60.06,0.49,0.32,380,0.6,0.34,0.09,0.02,0.52,0.44,0.29,0.92,0.71,0.23,0.9,0.05,0.21,1986,0.36,0,0.1,0
05121-960100-4,8.6,55.27,0.48,0.11,158,0.35,0.17,0.19,0.02,0.27,0.27,0.24,0.8,0.34,0.21,0.69,0.13,0.11,1965,0.07,0.07,0.2,0
05121-960100-5,9.9,48.44,0.52,0.97,111,0.52,0,0.38,0.1,0.55,0.13,0.21,0.85,0.23,0.31,0.56,0.33,0.2,1974,0.36,0.08,0.1,0
05121-960201-1,7.6,132.25,0.42,0.15,396,0.35,0,0.34,0.03,0.33,0.05,0.67,0.69,0.28,0.29,0.59,0.24,0.11,1987,0.34,0,0,0
05121-960201-2,14,74.84,0.48,0.89,415,0.52,0,0.29,0,0.21,0.29,0.76,0.93,0.34,0.18,0.64,0.24,0.27,1981,0.26,0,0.04,0
05121-960202-1,61.8,44.29,0.46,0.29,809,0.59,0.38,0.18,0.05,0.48,0.19,0.56,0.9,0.59,0.26,0.84,0.24,0.16,1996,0.22,0.31,0.05,0
05121-960202-2,6.3,85.43,0.5,0,200,0.51,0,0.29,0,0.32,0.31,0.38,0.84,0.24,0.2,0.51,0.19,0.3,1991,0.18,0,0.15,0
05121-960202-3,15,41.47,0.48,0.58,244,0.34,0,0.12,0.06,0.4,0.22,0.6,0.82,0.21,0.16,0.69,0.1,0.23,1985,0.27,0,0,0
05121-960301-1,236,4.59,0.5,0.51,265,0.45,0,0.45,0,0.48,0.35,0.65,0.63,0.2,0.15,0.7,0.2,0.09,1978,0.18,0.34,0.11,0
05121-960301-2,397,4.18,0.58,0.07,549,0.47,0,0.27,0.1,0.31,0.17,0.61,0.69,0.4,0.26,0.59,0.16,0.08,1980,0.17,0.22,0.07,0
05121-960301-3,811.9,2.28,0.49,0.02,407,0.52,0,0.17,0,0.54,0.24,0.32,0.77,0.49,0.18,0.66,0.07,0.09,1979,0.28,0.15,0.09,0
05121-960302-1,200.8,6.09,0.49,0.36,178,0.47,0.09,0.33,0.03,0.57,0.37,0.54,0.73,0.59,0.29,0.69,0.08,0.03,1973,0.4,0.21,0.25,0
05121-960302-2,1428,0.38,0.45,0.26,151,0.32,0,0.53,0.02,0.37,0.16,0.63,0.48,0.15,0.2,0.26,0.05,0.09,1972,0.25,0.29,0.14,0
05121-960302-3,93.2,3.4,0.5,0.31,68,0.41,0,0.17,0.09,0.71,0.22,0.78,0.38,0.12,0.5,0.22,0.03,0,1985,0.41,0.26,0.14,0
05121-960302-4,723.2,2.11,0.58,0.22,365,0.44,0,0.31,0.09,0.31,0.11,0.57,0.79,0.37,0.26,0.57,0.03,0.09,1972,0.2,0,0.16,0
05None-960100-1,Arkansas\",7.9,59.22,0.63,0.1,90,0.42,0,0.37,0,0.22,0.07,0.54,0.76,0.38,0.3,0.65,0.03,0.07,1977,0.69,0,0.31
05None-960100-2,Arkansas\",58.4,8.65,0.46,1,106,0.36,0,0.31,0.05,0.46,0.26,0.42,0.48,0.21,0.11,0.44,0.04,0.03,1980,0.46,0.26,0.04
05None-960100-3,Arkansas\",3.9,158.64,0.61,0.26,188,0.35,0,0.21,0.04,0.36,0.29,0.37,0.69,0.39,0.23,0.68,0.03,0.18,1992,0.41,0.57,0.25
05None-960100-4,Arkansas\",88.7,7.14,0.39,0.35,165,0.56,0,0.24,0.01,0.69,0.11,0.45,0.7,0.45,0.29,0.66,0.08,0.03,1969,0.33,0.15,0.09
05None-960201-1,Arkansas\",55.6,18.62,0.39,0.57,219,0.48,0,0.18,0.14,0.23,0.34,0.65,0.57,0.21,0.16,0.57,0.11,0.17,1991,0.73,0.15,0
05None-960201-2,Arkansas\",35.3,31.31,0.5,0.24,278,0.46,0,0.3,0.02,0.53,0.17,0.31,0.72,0.45,0.29,0.62,0.16,0.01,1991,0.54,0.35,0.02
05None-960202-1,Arkansas\",17,40.9,0.52,1,333,0.32,0,0.43,0,0.38,0.22,0.09,0.52,0.09,0.27,0.54,0.09,0.19,1979,0.52,1,0.21
05None-960202-2,Arkansas\",209.3,3.63,0.46,0.9,314,0.72,0,0.14,0,0.37,0.35,0.73,0.83,0.28,0.13,0.74,0.14,0.28,1992,0.86,0,0.08
05None-960202-3,Arkansas\",5.6,74.83,0.34,0,166,0.28,0,0.13,0,0.11,0.18,0,0.58,0.1,0.36,0.67,0.34,0,1974,0.87,0,0.39
05None-960202-4,Arkansas\",223.7,3.74,0.49,0.59,165,0.48,0,0.22,0.01,0.34,0.17,0.55,0.63,0.3,0.26,0.6,0.12,0.03,1983,0.57,0.23,0.05
05None-960300-1,Arkansas\",57.9,16.95,0.52,0.38,278,0.35,0.09,0.28,0.02,0.27,0.29,0.59,0.64,0.28,0.27,0.63,0.22,0.08,1985,0.63,0.14,0.04
05None-960300-2,Arkansas\",6,89.28,0.57,0,182,0.3,0,0.21,0.02,0.37,0.15,0.41,0.58,0.21,0.29,0.56,0.04,0.07,1979,0.62,0,0.14
05None-960300-3,Arkansas\",11.8,91.07,0.39,0.13,301,0.42,0,0.18,0,0.25,0.22,0.39,0.83,0.34,0.29,0.67,0.1,0.13,1980,0.57,0,0.18
05None-960400-1,Arkansas\",482.1,4.69,0.53,1,224,0.4,0,0.24,0.05,0.81,0.15,0.33,0.71,0.51,0.17,0.61,0.03,0.02,1981,0.59,0.11,0.11
05None-960400-2,Arkansas\",1411.2,0.2,0.54,0,89,0.56,0,0.49,0,0.52,0.51,0.24,0.72,0.04,0.21,0.41,0,0.03,1963,0.38,0.3,0.08
05None-960400-3,Arkansas\",2032.9,0.24,0.54,1,111,0.49,0,0.21,0.11,0.23,0.17,0.24,0.77,0.47,0.15,0.48,0.16,0,1972,0.43,0.28,0.03
05None-960400-4,Arkansas\",327.5,3.87,0.56,0.5,25,0.57,0,0.08,0,0.4,0.01,0.11,0.44,0.51,0.15,0.73,0,0.02,1985,0.51,0.37,0.18
05None-960500-1,Arkansas\",217.7,1.77,0.44,0.67,122,0.42,0,0.51,0,0.35,0.26,0.74,0.56,0.12,0.28,0.46,0.04,0.1,1977,0.46,0,0
05None-960500-2,Arkansas\",1840.6,0.64,0.28,0.49,71,0.29,0.3,0.08,0.01,0.49,0.12,0.04,0.95,0.74,0.14,0.85,0.01,0.01,1984,0.84,0.05,0.02
05None-960500-3,Arkansas\",430.8,3.58,0.56,0.85,383,0.6,0,0.3,0.04,0.4,0.29,0.7,0.69,0.28,0.22,0.55,0.15,0.07,1975,0.41,0.18,0.02
05None-960600-1,Arkansas\",241,9.04,0.52,0.75,344,0.45,0,0.18,0.07,0.59,0.25,0.53,0.82,0.38,0.19,0.6,0.01,0.02,1976,0.47,0.12,0.08
05None-960600-2,Arkansas\",690.9,0.37,0.79,0,100,0.6,0,0.63,0.11,0,0.2,0.84,0.47,0.21,0.1,0.33,0,0.04,1979,0.35,0,0
05None-960600-3,Arkansas\",363,4.42,0.15,0.32,49,0.26,0,0.35,0.01,0.49,0.09,0.15,0.34,0.22,0.48,0.61,0,0,1985,0.6,0.76,0.07
05None-960600-4,Arkansas\",1256.9,1.99,0.2,0.26,91,0.42,0,0.33,0.01,0.5,0.17,0.33,0.61,0.73,0.51,0.78,0.05,0,1969,0.29,0.32,0.06
05125-010101-1,1613,0.83,0.51,0.47,304,0.46,0,0.3,0.02,0.79,0.21,0.26,0.88,0.39,0.21,0.68,0.02,0.01,1958,0.19,0.08,0.26,0
05125-010101-2,1949.2,0.64,0.5,0.25,368,0.28,0,0.3,0.15,0.44,0.13,0.64,0.86,0.23,0.37,0.59,0.25,0.14,1954,0.24,0.17,0.08,0
05125-010101-3,2767,0.4,0.56,0.69,286,0.78,0.18,0.3,0.03,0.52,0.26,0.66,0.87,0.42,0.28,0.65,0.06,0.08,1958,0.19,0.27,0.09,0
05125-010104-1,2482,0.6,0.54,0.36,487,0.84,0,0.23,0.04,0.89,0.06,0.69,0.83,0.46,0.34,0.67,0.08,0.11,2004,0.42,0.44,0.07,0
05125-010104-2,2287.9,1.17,0.5,0.45,868,0.7,0,0.28,0,0.83,0.21,0.79,0.92,0.41,0.27,0.76,0,0.08,2007,0.22,0.6,0.17,0
05125-010105-1,2154.3,0.92,0.65,0.06,923,0.53,0.17,0.38,0,0.72,0.19,0.32,0.96,0.27,0.33,0.46,0.04,0.07,1981,0.11,0.55,0.15,0
05125-010105-2,2487.3,1.42,0.55,0.18,995,0.66,0,0.26,0,0.72,0.15,0.48,1,0.35,0.26,0.74,0.19,0.22,1983,0.24,0,0.05,0
05125-010106-1,607.6,5.56,0.48,0.19,896,0.66,0,0.23,0.01,0.75,0.23,0.57,0.96,0.43,0.3,0.8,0.11,0.08,2004,0.46,0.15,0.14,0
05125-010107-1,1277.9,2.11,0.48,0.19,676,0.54,0.28,0.25,0,0.47,0.29,0.41,0.83,0.32,0.23,0.78,0.15,0.15,1986,0.42,0.18,0.14,0
05125-010107-2,1583.7,0.58,0.42,0.1,117,0.81,0,0.15,0,0.75,0.15,0.59,1,0.27,0.15,0.41,0,0.07,2001,0.87,0,0,0
05125-010107-3,737.4,2.22,0.44,0.82,101,0.75,0,0.28,0.08,1,0.27,0.59,0.82,0.1,0.33,0.23,0,0.15,2005,0.86,0.17,0.07,0
05125-010301-1,1906,0.41,0.6,0.47,279,0.48,0,0.22,0.03,0.53,0.22,0.28,0.78,0.14,0.27,0.68,0.17,0.2,1984,0.51,0.4,0.05,0
05125-010301-2,912.7,1.54,0.57,0.19,493,0.75,0,0.16,0.16,0.57,0.06,0.48,0.78,0.49,0.23,0.63,0.16,0.11,2005,0.62,0,0.09,0
05125-010301-3,2011.3,1.35,0.52,0.39,490,0.78,0,0.2,0.06,0.78,0.12,0.56,0.98,0.48,0.27,0.75,0.09,0.08,2010,0.71,0.03,0.07,0
05125-010302-1,365.1,2.09,0.51,0,256,0.79,0,0.07,0,0.61,0.53,0.76,0.96,0.42,0.25,0.84,0.09,0.26,1986,0.1,0,0.09,0
05125-010302-2,1683.8,1.93,0.45,0.31,794,0.53,0,0.16,0.02,0.72,0.1,0.49,0.86,0.36,0.32,0.67,0.04,0.09,1994,0.52,0.2,0.1,0
05125-010303-1,859.6,1.81,0.52,0.16,452,0.68,0,0.08,0.01,0.81,0.12,0.46,0.98,0.61,0.34,0.91,0.02,0.19,2006,0.48,0,0.09,0
05125-010303-2,1438.2,1.29,0.5,0.15,605,0.7,0,0.2,0.02,0.58,0.26,0.39,0.87,0.35,0.24,0.74,0.08,0.36,1974,0.27,0.13,0.04,0
05125-010303-3,898.8,0.76,0.47,0,204,0.84,0,0.07,0.01,0.75,0.29,0.69,0.92,0.54,0.17,0.86,0.09,0.33,1979,0.15,0,0.29,0
05125-010405-1,447.6,3.31,0.51,0.18,396,0.55,0,0.14,0.01,0.57,0.49,0.36,0.9,0.44,0.22,0.9,0.03,0.3,2001,0.88,0,0.09,0
05125-010405-2,86.8,22.23,0.55,0.46,550,0.7,0.17,0.19,0.07,0.78,0.25,0.3,0.94,0.66,0.29,0.85,0.16,0.2,1989,0.93,0.43,0.07,0
05125-010405-3,203.6,5.89,0.43,0.88,371,0.42,0,0.36,0.04,0.44,0.26,0.44,0.85,0.31,0.36,0.78,0.13,0.13,1992,0.92,0.36,0.09,0
05125-010406-1,455.3,5.6,0.46,0.29,668,0.32,0,0.38,0.02,0.51,0.17,0.45,0.94,0.63,0.32,0.79,0.08,0.15,1999,0.8,0,0.14,0
05125-010406-2,138.7,11.19,0.46,0.34,474,0.5,0,0.15,0,0.49,0.2,0.45,0.89,0.48,0.26,0.85,0.03,0.28,1997,0.87,0,0.22,0
05125-010406-3,361.7,4.78,0.54,0.49,662,0.61,0,0.37,0.03,0.4,0.17,0.63,0.87,0.32,0.34,0.58,0.15,0.17,1995,0.81,0.46,0.03,0
05125-010407-1,170.8,7.65,0.51,0.23,454,0.51,0,0.2,0.04,0.39,0.19,0.55,0.76,0.24,0.23,0.73,0.15,0.12,1996,0.56,0,0.21,0
05125-010407-2,74.7,44.79,0.44,0.13,1075,0.54,0,0.24,0.03,0.6,0.16,0.59,0.91,0.42,0.34,0.72,0.05,0.12,1999,0.75,0.31,0.07,0
05125-010408-1,2871.7,0.74,0.53,0.58,783,0.67,0,0.28,0.02,0.95,0.12,0.43,0.76,0.54,0.3,0.7,0.1,0.08,2000,0.64,0,0.09,0
05125-010408-2,533.8,2.36,0.49,0.09,383,0.39,0.13,0.21,0.07,0.35,0.49,0.26,1,0.39,0.41,0.77,0.11,0.17,1983,0.14,0,0.07,0
05125-010408-3,484.9,8.25,0.48,0.23,1269,0.54,0.08,0.17,0.04,0.68,0.06,0.56,0.87,0.59,0.33,0.83,0.17,0.12,1999,0.81,0.26,0.08,0
05125-010409-1,275.7,4.72,0.61,0,440,0.44,0,0.22,0.01,0.56,0.26,0.35,0.82,0.29,0.21,0.61,0.17,0.14,1986,0.58,0,0.12,0
05125-010409-2,625.5,3.13,0.48,0.31,486,0.23,0.12,0.3,0,0.62,0.08,0.31,0.79,0.53,0.19,0.69,0.02,0.13,1978,0.72,0.59,0.03,0
05125-010410-1,281.7,9.58,0.63,0.26,904,0.63,0,0.21,0.02,0.61,0.1,0.49,0.79,0.47,0.21,0.66,0,0.01,2002,0.56,0.66,0.1,0
05125-010411-1,1512,1.26,0.57,0.17,574,0.83,0,0.13,0.03,0.39,0.14,0.8,0.9,0.47,0.3,0.76,0.02,0.11,1998,0.57,0,0.02,0
05125-010411-2,1899.9,0.85,0.58,0.34,443,0.5,0,0.29,0.07,0.76,0.44,0.43,0.94,0.48,0.25,0.75,0.02,0.13,1984,0.34,0,0.21,0
05125-010411-3,1446,0.5,0.55,0,240,0.69,0,0.26,0,0.48,0.23,0.74,0.89,0.3,0.32,0.54,0.16,0.2,1988,0.4,0.01,0.1,0
05125-010411-4,1065.4,1.28,0.53,0.13,501,0.97,0,0.2,0,0.8,0.12,0.48,0.97,0.44,0.39,0.7,0.1,0.24,2002,0.17,0,0.02,0
05125-010507-1,56.6,22.63,0.44,0.08,499,0.65,0,0.21,0.03,0.73,0.23,0.58,0.84,0.38,0.28,0.72,0.08,0.1,1993,0.78,0,0.13,0
05125-010507-2,20.2,49.18,0.54,0.28,349,0.5,0,0.11,0,0.45,0.33,0.77,0.97,0.37,0.29,0.88,0.03,0.31,1987,0.72,0,0.06,0
05125-010507-3,21,66.9,0.49,0,392,0.24,0,0.14,0.03,0.36,0.12,0.15,0.66,0.37,0.22,0.77,0.03,0.2,1990,0.81,0,0.79,0
05125-010508-1,33,42.68,0.48,0,488,0.43,0,0.06,0,0.39,0.12,0.55,0.68,0.27,0.25,0.85,0.11,0.08,1993,0.57,0,0,0
